Element Type: DimNode 0, GUID: 8C17BCB1-3B85-40B6-A9CF-59D1E73910C0, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-90.31, -24.85, 0.00), (-90.29, -24.84, 0.00)], Position: (-90.30, -24.85), Info String: Dim Node 0
Element Type: DimText 305, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, DimText 305 Bounding Box: [(-64.45, -12.99, 0.00), (-63.95, -12.49, 0.00)], Text: 835, Position: (-64.45, -12.99), Info String: Dim Text 305
Element Type: DimText 306, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, DimText 306 Bounding Box: [(-64.45, -8.87, 0.00), (-63.95, -8.37, 0.00)], Text: 10, Position: (-64.45, -8.87), Info String: Dim Text 306
Element Type: DimText 307, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, DimText 307 Bounding Box: [(-64.45, -8.07, 0.00), (-63.95, -7.57, 0.00)], Text: 125, Position: (-64.45, -8.07), Info String: Dim Text 307
Element Type: DimText 308, GUID: EF228BF9-96CF-4375-815D-07D4FBBB4C6B, DimText 308 Bounding Box: [(-64.45, -7.55, 0.00), (-63.95, -7.05, 0.00)], Text: 20, Position: (-64.45, -7.55), Info String: Dim Text 308
Element Type: DimText 309, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 309 Bounding Box: [(-76.57, -27.55, 0.00), (-76.07, -27.05, 0.00)], Text: 0, Position: (-76.57, -27.55), Info String: Dim Text 309
Element Type: DimText 310, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 310 Bounding Box: [(-76.57, -27.75, 0.00), (-76.07, -27.25, 0.00)], Text: 20, Position: (-76.57, -27.75), Info String: Dim Text 310
Element Type: DimText 311, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 311 Bounding Box: [(-76.57, -27.06, 0.00), (-76.07, -26.56, 0.00)], Text: 20, Position: (-76.57, -27.06), Info String: Dim Text 311
Element Type: DimText 312, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 312 Bounding Box: [(-76.57, -24.01, 0.00), (-76.07, -23.51, 0.00)], Text: 650, Position: (-76.57, -24.01), Info String: Dim Text 312
Element Type: DimText 313, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 313 Bounding Box: [(-76.57, -20.82, 0.00), (-76.07, -20.32, 0.00)], Text: 10, Position: (-76.57, -20.82), Info String: Dim Text 313
Element Type: DimText 314, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 314 Bounding Box: [(-76.23, -19.75, 0.00), (-75.73, -19.25, 0.00)], Text: 180, Position: (-76.23, -19.75), Info String: Dim Text 314
Element Type: DimText 315, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 315 Bounding Box: [(-76.60, -18.60, 0.00), (-76.10, -18.10, 0.00)], Text: 20, Position: (-76.60, -18.60), Info String: Dim Text 315
Element Type: DimText 316, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 316 Bounding Box: [(-76.57, -18.00, 0.00), (-76.07, -17.50, 0.00)], Text: 130, Position: (-76.57, -18.00), Info String: Dim Text 316
Element Type: DimText 317, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 317 Bounding Box: [(-76.57, -17.35, 0.00), (-76.07, -16.85, 0.00)], Text: 5, Position: (-76.57, -17.35), Info String: Dim Text 317
Element Type: DimText 318, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 318 Bounding Box: [(-76.57, -16.52, 0.00), (-76.07, -16.02, 0.00)], Text: 155, Position: (-76.57, -16.52), Info String: Dim Text 318
Element Type: DimText 319, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 319 Bounding Box: [(-76.57, -15.82, 0.00), (-76.07, -15.32, 0.00)], Text: 10, Position: (-76.57, -15.82), Info String: Dim Text 319
Element Type: DimText 320, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 320 Bounding Box: [(-76.57, -15.02, 0.00), (-76.07, -14.52, 0.00)], Text: 125, Position: (-76.57, -15.02), Info String: Dim Text 320
Element Type: DimText 321, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 321 Bounding Box: [(-76.57, -14.50, 0.00), (-76.07, -14.00, 0.00)], Text: 25, Position: (-76.57, -14.50), Info String: Dim Text 321
Element Type: DimText 322, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 322 Bounding Box: [(-76.57, -11.97, 0.00), (-76.07, -11.47, 0.00)], Text: 440, Position: (-76.57, -11.97), Info String: Dim Text 322
Element Type: DimText 323, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 323 Bounding Box: [(-76.57, -9.56, 0.00), (-76.07, -9.06, 0.00)], Text: 30, Position: (-76.57, -9.56), Info String: Dim Text 323
Element Type: DimText 324, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 324 Bounding Box: [(-76.57, -9.08, 0.00), (-76.07, -8.58, 0.00)], Text: 65, Position: (-76.57, -9.08), Info String: Dim Text 324
Element Type: DimText 325, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 325 Bounding Box: [(-76.57, -8.56, 0.00), (-76.07, -8.06, 0.00)], Text: 5, Position: (-76.57, -8.56), Info String: Dim Text 325
Element Type: DimText 326, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 326 Bounding Box: [(-76.57, -8.10, 0.00), (-76.07, -7.60, 0.00)], Text: 130, Position: (-76.57, -8.10), Info String: Dim Text 326
Element Type: DimText 327, GUID: 1027FE43-172C-44A0-A39E-2D882C6A175F, DimText 327 Bounding Box: [(-76.57, -7.55, 0.00), (-76.07, -7.05, 0.00)], Text: 20, Position: (-76.57, -7.55), Info String: Dim Text 327
Element Type: DimText 328, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 328 Bounding Box: [(-93.49, -25.87, 0.00), (-92.99, -25.37, 0.00)], Text: 0, Position: (-93.49, -25.87), Info String: Dim Text 328
Element Type: DimText 329, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 329 Bounding Box: [(-93.49, -22.34, 0.00), (-92.99, -21.84, 0.00)], Text: 730, Position: (-93.49, -22.34), Info String: Dim Text 329
Element Type: DimText 330, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 330 Bounding Box: [(-93.49, -18.03, 0.00), (-92.99, -17.53, 0.00)], Text: 130, Position: (-93.49, -18.03), Info String: Dim Text 330
Element Type: DimText 331, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 331 Bounding Box: [(-93.49, -15.95, 0.00), (-92.99, -15.45, 0.00)], Text: 290, Position: (-93.49, -15.95), Info String: Dim Text 331
Element Type: DimText 332, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 332 Bounding Box: [(-93.49, -13.78, 0.00), (-92.99, -13.28, 0.00)], Text: 140, Position: (-93.49, -13.78), Info String: Dim Text 332
Element Type: DimText 333, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 333 Bounding Box: [(-93.49, -12.33, 0.00), (-92.99, -11.83, 0.00)], Text: 150, Position: (-93.49, -12.33), Info String: Dim Text 333
Element Type: DimText 334, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 334 Bounding Box: [(-93.49, -10.68, 0.00), (-92.99, -10.18, 0.00)], Text: 180, Position: (-93.49, -10.68), Info String: Dim Text 334
Element Type: DimText 335, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 335 Bounding Box: [(-93.49, -9.28, 0.00), (-92.99, -8.78, 0.00)], Text: 100, Position: (-93.49, -9.28), Info String: Dim Text 335
Element Type: DimText 336, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 336 Bounding Box: [(-93.49, -4.50, 0.00), (-92.99, -4.00, 0.00)], Text: 860, Position: (-93.49, -4.50), Info String: Dim Text 336
Element Type: DimText 337, GUID: ECEB77A5-D186-417A-AE83-98ADD248DE6D, DimText 337 Bounding Box: [(-93.49, 2.87, 0.00), (-92.99, 3.37, 0.00)], Text: 610, Position: (-93.49, 2.87), Info String: Dim Text 337
Element Type: DimText 338, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 338 Bounding Box: [(-88.67, -32.83, 0.00), (-88.17, -32.33, 0.00)], Text: 0, Position: (-88.67, -32.83), Info String: Dim Text 338
Element Type: DimText 339, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 339 Bounding Box: [(-85.50, -32.83, 0.00), (-85.00, -32.33, 0.00)], Text: 660, Position: (-85.50, -32.83), Info String: Dim Text 339
Element Type: DimText 340, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 340 Bounding Box: [(-80.45, -32.83, 0.00), (-79.95, -32.33, 0.00)], Text: 350, Position: (-80.45, -32.83), Info String: Dim Text 340
Element Type: DimText 341, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 341 Bounding Box: [(-77.34, -32.83, 0.00), (-76.84, -32.33, 0.00)], Text: 270, Position: (-77.34, -32.83), Info String: Dim Text 341
Element Type: DimText 342, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 342 Bounding Box: [(-74.40, -32.83, 0.00), (-73.90, -32.33, 0.00)], Text: 315, Position: (-74.40, -32.83), Info String: Dim Text 342
Element Type: DimText 343, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 343 Bounding Box: [(-72.26, -32.83, 0.00), (-71.76, -32.33, 0.00)], Text: 110, Position: (-72.26, -32.83), Info String: Dim Text 343
Element Type: DimText 344, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 344 Bounding Box: [(-70.57, -32.83, 0.00), (-70.07, -32.33, 0.00)], Text: 235, Position: (-70.57, -32.83), Info String: Dim Text 344
Element Type: DimText 345, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 345 Bounding Box: [(-66.30, -32.83, 0.00), (-65.80, -32.33, 0.00)], Text: 620, Position: (-66.30, -32.83), Info String: Dim Text 345
Element Type: DimText 346, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 346 Bounding Box: [(-63.26, -32.83, 0.00), (-62.76, -32.33, 0.00)], Text: 10, Position: (-63.26, -32.83), Info String: Dim Text 346
Element Type: DimText 347, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 347 Bounding Box: [(-59.90, -32.83, 0.00), (-59.40, -32.33, 0.00)], Text: 640, Position: (-59.90, -32.83), Info String: Dim Text 347
Element Type: DimText 348, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 348 Bounding Box: [(-53.60, -32.83, 0.00), (-53.10, -32.33, 0.00)], Text: 615, Position: (-53.60, -32.83), Info String: Dim Text 348
Element Type: DimText 349, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 349 Bounding Box: [(-47.57, -32.83, 0.00), (-47.07, -32.33, 0.00)], Text: 595, Position: (-47.57, -32.83), Info String: Dim Text 349
Element Type: DimText 350, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 350 Bounding Box: [(-41.62, -32.83, 0.00), (-41.12, -32.33, 0.00)], Text: 595, Position: (-41.62, -32.83), Info String: Dim Text 350
Element Type: DimText 351, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 351 Bounding Box: [(-35.55, -32.83, 0.00), (-35.05, -32.33, 0.00)], Text: 615, Position: (-35.55, -32.83), Info String: Dim Text 351
Element Type: DimText 352, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 352 Bounding Box: [(-29.30, -32.83, 0.00), (-28.80, -32.33, 0.00)], Text: 640, Position: (-29.30, -32.83), Info String: Dim Text 352
Element Type: DimText 353, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 353 Bounding Box: [(-26.16, -32.83, 0.00), (-25.66, -32.33, 0.00)], Text: 10, Position: (-26.16, -32.83), Info String: Dim Text 353
Element Type: DimText 354, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 354 Bounding Box: [(-22.70, -32.83, 0.00), (-22.20, -32.33, 0.00)], Text: 660, Position: (-22.70, -32.83), Info String: Dim Text 354
Element Type: DimText 355, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 355 Bounding Box: [(-18.48, -32.83, 0.00), (-17.98, -32.33, 0.00)], Text: 180, Position: (-18.48, -32.83), Info String: Dim Text 355
Element Type: DimText 356, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 356 Bounding Box: [(-16.32, -32.83, 0.00), (-15.82, -32.33, 0.00)], Text: 255, Position: (-16.32, -32.83), Info String: Dim Text 356
Element Type: DimText 357, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 357 Bounding Box: [(-14.02, -32.83, 0.00), (-13.52, -32.33, 0.00)], Text: 205, Position: (-14.02, -32.83), Info String: Dim Text 357
Element Type: DimText 358, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 358 Bounding Box: [(-10.97, -32.83, 0.00), (-10.47, -32.33, 0.00)], Text: 405, Position: (-10.97, -32.83), Info String: Dim Text 358
Element Type: DimText 359, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 359 Bounding Box: [(-7.95, -32.83, 0.00), (-7.45, -32.33, 0.00)], Text: 195, Position: (-7.95, -32.83), Info String: Dim Text 359
Element Type: DimText 360, GUID: 26A5127D-EB1D-485B-AD94-F98EF794D817, DimText 360 Bounding Box: [(-3.70, -32.83, 0.00), (-3.20, -32.33, 0.00)], Text: 660, Position: (-3.70, -32.83), Info String: Dim Text 360
Element Type: DimText 361, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 361 Bounding Box: [(-90.35, -20.82, 0.00), (-89.85, -20.32, 0.00)], Text: 0, Position: (-90.35, -20.82), Info String: Dim Text 361
Element Type: DimText 362, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 362 Bounding Box: [(-90.06, -20.82, 0.00), (-89.56, -20.32, 0.00)], Text: 70, Position: (-90.06, -20.82), Info String: Dim Text 362
Element Type: DimText 363, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 363 Bounding Box: [(-89.46, -20.82, 0.00), (-88.96, -20.32, 0.00)], Text: 10, Position: (-89.46, -20.82), Info String: Dim Text 363
Element Type: DimText 364, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 364 Bounding Box: [(-87.22, -20.82, 0.00), (-86.72, -20.32, 0.00)], Text: 490, Position: (-87.22, -20.82), Info String: Dim Text 364
Element Type: DimText 365, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 365 Bounding Box: [(-84.82, -20.82, 0.00), (-84.32, -20.32, 0.00)], Text: 10, Position: (-84.82, -20.82), Info String: Dim Text 365
Element Type: DimText 366, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 366 Bounding Box: [(-81.71, -20.82, 0.00), (-81.21, -20.32, 0.00)], Text: 590, Position: (-81.71, -20.82), Info String: Dim Text 366
Element Type: DimText 367, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 367 Bounding Box: [(-78.82, -20.82, 0.00), (-78.32, -20.32, 0.00)], Text: 10, Position: (-78.82, -20.82), Info String: Dim Text 367
Element Type: DimText 368, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 368 Bounding Box: [(-77.36, -20.82, 0.00), (-76.86, -20.32, 0.00)], Text: 260, Position: (-77.36, -20.82), Info String: Dim Text 368
Element Type: DimText 369, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 369 Bounding Box: [(-76.15, -20.82, 0.00), (-75.65, -20.32, 0.00)], Text: 20, Position: (-76.15, -20.82), Info String: Dim Text 369
Element Type: DimText 370, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 370 Bounding Box: [(-74.56, -20.82, 0.00), (-74.06, -20.32, 0.00)], Text: 260, Position: (-74.56, -20.82), Info String: Dim Text 370
Element Type: DimText 371, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 371 Bounding Box: [(-73.32, -20.82, 0.00), (-72.82, -20.32, 0.00)], Text: 10, Position: (-73.32, -20.82), Info String: Dim Text 371
Element Type: DimText 372, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 372 Bounding Box: [(-70.36, -20.82, 0.00), (-69.86, -20.32, 0.00)], Text: 560, Position: (-70.36, -20.82), Info String: Dim Text 372
Element Type: DimText 373, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 373 Bounding Box: [(-67.62, -20.82, 0.00), (-67.12, -20.32, 0.00)], Text: 10, Position: (-67.62, -20.82), Info String: Dim Text 373
Element Type: DimText 374, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 374 Bounding Box: [(-65.40, -20.82, 0.00), (-64.90, -20.32, 0.00)], Text: 410, Position: (-65.40, -20.82), Info String: Dim Text 374
Element Type: DimText 375, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 375 Bounding Box: [(-63.45, -20.82, 0.00), (-62.95, -20.32, 0.00)], Text: 20, Position: (-63.45, -20.82), Info String: Dim Text 375
Element Type: DimText 376, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 376 Bounding Box: [(-63.04, -20.61, 0.00), (-62.54, -20.11, 0.00)], Text: 10, Position: (-63.04, -20.61), Info String: Dim Text 376
Element Type: DimText 377, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 377 Bounding Box: [(-62.66, -20.82, 0.00), (-62.16, -20.32, 0.00)], Text: 20, Position: (-62.66, -20.82), Info String: Dim Text 377
Element Type: DimText 378, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 378 Bounding Box: [(-61.84, -20.82, 0.00), (-61.34, -20.32, 0.00)], Text: 205, Position: (-61.84, -20.82), Info String: Dim Text 378
Element Type: DimText 379, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 379 Bounding Box: [(-60.87, -20.82, 0.00), (-60.37, -20.32, 0.00)], Text: 15, Position: (-60.87, -20.82), Info String: Dim Text 379
Element Type: DimText 380, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 380 Bounding Box: [(-59.80, -20.82, 0.00), (-59.30, -20.32, 0.00)], Text: 170, Position: (-59.80, -20.82), Info String: Dim Text 380
Element Type: DimText 381, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 381 Bounding Box: [(-59.02, -20.82, 0.00), (-58.52, -20.32, 0.00)], Text: 15, Position: (-59.02, -20.82), Info String: Dim Text 381
Element Type: DimText 382, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 382 Bounding Box: [(-56.43, -20.82, 0.00), (-55.93, -20.32, 0.00)], Text: 492.5, Position: (-56.43, -20.82), Info String: Dim Text 382
Element Type: DimText 383, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 383 Bounding Box: [(-53.98, -20.82, 0.00), (-53.48, -20.32, 0.00)], Text: 20, Position: (-53.98, -20.82), Info String: Dim Text 383
Element Type: DimText 384, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 384 Bounding Box: [(-51.28, -20.82, 0.00), (-50.78, -20.32, 0.00)], Text: 497.5, Position: (-51.28, -20.82), Info String: Dim Text 384
Element Type: DimText 385, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 385 Bounding Box: [(-48.77, -20.82, 0.00), (-48.27, -20.32, 0.00)], Text: 15, Position: (-48.77, -20.82), Info String: Dim Text 385
Element Type: DimText 386, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 386 Bounding Box: [(-47.70, -20.82, 0.00), (-47.20, -20.32, 0.00)], Text: 170, Position: (-47.70, -20.82), Info String: Dim Text 386
Element Type: DimText 387, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 387 Bounding Box: [(-46.92, -20.82, 0.00), (-46.42, -20.32, 0.00)], Text: 15, Position: (-46.92, -20.82), Info String: Dim Text 387
Element Type: DimText 388, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 388 Bounding Box: [(-45.69, -20.82, 0.00), (-45.19, -20.32, 0.00)], Text: 205, Position: (-45.69, -20.82), Info String: Dim Text 388
Element Type: DimText 389, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 389 Bounding Box: [(-44.75, -20.82, 0.00), (-44.25, -20.32, 0.00)], Text: 20, Position: (-44.75, -20.82), Info String: Dim Text 389
Element Type: DimText 390, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 390 Bounding Box: [(-43.44, -20.82, 0.00), (-42.94, -20.32, 0.00)], Text: 205, Position: (-43.44, -20.82), Info String: Dim Text 390
Element Type: DimText 391, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 391 Bounding Box: [(-42.47, -20.82, 0.00), (-41.97, -20.32, 0.00)], Text: 15, Position: (-42.47, -20.82), Info String: Dim Text 391
Element Type: DimText 392, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 392 Bounding Box: [(-41.40, -20.82, 0.00), (-40.90, -20.32, 0.00)], Text: 170, Position: (-41.40, -20.82), Info String: Dim Text 392
Element Type: DimText 393, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 393 Bounding Box: [(-40.62, -20.82, 0.00), (-40.12, -20.32, 0.00)], Text: 15, Position: (-40.62, -20.82), Info String: Dim Text 393
Element Type: DimText 394, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 394 Bounding Box: [(-38.00, -20.82, 0.00), (-37.50, -20.32, 0.00)], Text: 497.5, Position: (-38.00, -20.82), Info String: Dim Text 394
Element Type: DimText 395, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 395 Bounding Box: [(-35.53, -20.82, 0.00), (-35.03, -20.32, 0.00)], Text: 20, Position: (-35.53, -20.82), Info String: Dim Text 395
Element Type: DimText 396, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 396 Bounding Box: [(-32.86, -20.82, 0.00), (-32.36, -20.32, 0.00)], Text: 492.5, Position: (-32.86, -20.82), Info String: Dim Text 396
Element Type: DimText 397, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 397 Bounding Box: [(-30.37, -20.82, 0.00), (-29.87, -20.32, 0.00)], Text: 15, Position: (-30.37, -20.82), Info String: Dim Text 397
Element Type: DimText 398, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 398 Bounding Box: [(-29.30, -20.82, 0.00), (-28.80, -20.32, 0.00)], Text: 170, Position: (-29.30, -20.82), Info String: Dim Text 398
Element Type: DimText 399, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 399 Bounding Box: [(-28.52, -20.82, 0.00), (-28.02, -20.32, 0.00)], Text: 15, Position: (-28.52, -20.82), Info String: Dim Text 399
Element Type: DimText 400, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 400 Bounding Box: [(-27.29, -20.82, 0.00), (-26.79, -20.32, 0.00)], Text: 205, Position: (-27.29, -20.82), Info String: Dim Text 400
Element Type: DimText 401, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 401 Bounding Box: [(-26.50, -20.78, 0.00), (-26.00, -20.28, 0.00)], Text: 20, Position: (-26.50, -20.78), Info String: Dim Text 401
Element Type: DimText 402, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 402 Bounding Box: [(-25.94, -20.61, 0.00), (-25.44, -20.11, 0.00)], Text: 10, Position: (-25.94, -20.61), Info String: Dim Text 402
Element Type: DimText 403, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 403 Bounding Box: [(-25.56, -20.82, 0.00), (-25.06, -20.32, 0.00)], Text: 20, Position: (-25.56, -20.82), Info String: Dim Text 403
Element Type: DimText 404, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 404 Bounding Box: [(-23.70, -20.82, 0.00), (-23.20, -20.32, 0.00)], Text: 410, Position: (-23.70, -20.82), Info String: Dim Text 404
Element Type: DimText 405, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 405 Bounding Box: [(-21.72, -20.82, 0.00), (-21.22, -20.32, 0.00)], Text: 10, Position: (-21.72, -20.82), Info String: Dim Text 405
Element Type: DimText 406, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 406 Bounding Box: [(-18.76, -20.82, 0.00), (-18.26, -20.32, 0.00)], Text: 560, Position: (-18.76, -20.82), Info String: Dim Text 406
Element Type: DimText 407, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 407 Bounding Box: [(-16.02, -20.82, 0.00), (-15.52, -20.32, 0.00)], Text: 10, Position: (-16.02, -20.82), Info String: Dim Text 407
Element Type: DimText 408, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 408 Bounding Box: [(-14.56, -20.82, 0.00), (-14.06, -20.32, 0.00)], Text: 260, Position: (-14.56, -20.82), Info String: Dim Text 408
Element Type: DimText 409, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 409 Bounding Box: [(-13.60, -20.78, 0.00), (-13.10, -20.28, 0.00)], Text: 20, Position: (-13.60, -20.78), Info String: Dim Text 409
Element Type: DimText 410, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 410 Bounding Box: [(-12.25, -20.82, 0.00), (-11.75, -20.32, 0.00)], Text: 160, Position: (-12.25, -20.82), Info String: Dim Text 410
Element Type: DimText 411, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 411 Bounding Box: [(-11.52, -20.82, 0.00), (-11.02, -20.32, 0.00)], Text: 10, Position: (-11.52, -20.82), Info String: Dim Text 411
Element Type: DimText 412, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 412 Bounding Box: [(-10.57, -20.82, 0.00), (-10.07, -20.32, 0.00)], Text: 155, Position: (-10.57, -20.82), Info String: Dim Text 412
Element Type: DimText 413, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 413 Bounding Box: [(-9.87, -20.82, 0.00), (-9.37, -20.32, 0.00)], Text: 10, Position: (-9.87, -20.82), Info String: Dim Text 413
Element Type: DimText 414, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 414 Bounding Box: [(-7.34, -20.82, 0.00), (-6.84, -20.32, 0.00)], Text: 475, Position: (-7.34, -20.82), Info String: Dim Text 414
Element Type: DimText 415, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 415 Bounding Box: [(-5.02, -20.82, 0.00), (-4.52, -20.32, 0.00)], Text: 10, Position: (-5.02, -20.82), Info String: Dim Text 415
