Element Type: DimNode 0, GUID: 1EC6ABC4-0C95-4E69-A11B-E1A33A6ED17B, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-88.60, -1.73, 0.00), (-88.60, -1.72, 0.00)], Position: (-88.60, -1.72), Info String: Dim Node 0
Element Type: DimText 105, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 105 Bounding Box: [(-75.91, -10.14, 0.00), (-75.41, -9.64, 0.00)], Text: 30, Position: (-75.91, -10.14), Info String: Dim Text 105
Element Type: DimText 106, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 106 Bounding Box: [(-74.46, -10.14, 0.00), (-73.96, -9.64, 0.00)], Text: 270, Position: (-74.46, -10.14), Info String: Dim Text 106
Element Type: DimText 107, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 107 Bounding Box: [(-72.91, -10.14, 0.00), (-72.41, -9.64, 0.00)], Text: 30, Position: (-72.91, -10.14), Info String: Dim Text 107
Element Type: DimText 108, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 108 Bounding Box: [(-72.23, -10.14, 0.00), (-71.73, -9.64, 0.00)], Text: 110, Position: (-72.23, -10.14), Info String: Dim Text 108
Element Type: DimText 109, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 109 Bounding Box: [(-70.54, -10.14, 0.00), (-70.04, -9.64, 0.00)], Text: 235, Position: (-70.54, -10.14), Info String: Dim Text 109
Element Type: DimText 110, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 110 Bounding Box: [(-69.42, -10.14, 0.00), (-68.92, -9.64, 0.00)], Text: 10, Position: (-69.42, -10.14), Info String: Dim Text 110
Element Type: DimText 111, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 111 Bounding Box: [(-69.01, -10.14, 0.00), (-68.51, -9.64, 0.00)], Text: 5, Position: (-69.01, -10.14), Info String: Dim Text 111
Element Type: DimText 112, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 112 Bounding Box: [(-68.70, -10.14, 0.00), (-68.20, -9.64, 0.00)], Text: 100, Position: (-68.70, -10.14), Info String: Dim Text 112
Element Type: DimText 113, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 113 Bounding Box: [(-67.91, -10.14, 0.00), (-67.41, -9.64, 0.00)], Text: 50, Position: (-67.91, -10.14), Info String: Dim Text 113
Element Type: DimText 114, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 114 Bounding Box: [(-67.26, -10.14, 0.00), (-66.76, -9.64, 0.00)], Text: 80, Position: (-67.26, -10.14), Info String: Dim Text 114
Element Type: DimText 115, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 115 Bounding Box: [(-66.41, -10.14, 0.00), (-65.91, -9.64, 0.00)], Text: 90, Position: (-66.41, -10.14), Info String: Dim Text 115
Element Type: DimText 116, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 116 Bounding Box: [(-64.69, -10.14, 0.00), (-64.19, -9.64, 0.00)], Text: 265, Position: (-64.69, -10.14), Info String: Dim Text 116
Element Type: DimText 117, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 117 Bounding Box: [(-63.45, -10.14, 0.00), (-62.95, -9.64, 0.00)], Text: 20, Position: (-63.45, -10.14), Info String: Dim Text 117
Element Type: DimText 118, GUID: A434E851-B968-4C6E-A839-D95250FB4E43, DimText 118 Bounding Box: [(-62.55, -10.14, 0.00), (-62.05, -9.64, 0.00)], Text: 120, Position: (-62.55, -10.14), Info String: Dim Text 118
Element Type: DimText 119, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 119 Bounding Box: [(-78.55, -13.78, 0.00), (-78.05, -13.28, 0.00)], Text: 0, Position: (-78.55, -13.78), Info String: Dim Text 119
Element Type: DimText 120, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 120 Bounding Box: [(-78.65, -13.78, 0.00), (-78.15, -13.28, 0.00)], Text: 5, Position: (-78.65, -13.78), Info String: Dim Text 120
Element Type: DimText 121, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 121 Bounding Box: [(-77.36, -13.78, 0.00), (-76.86, -13.28, 0.00)], Text: 250, Position: (-77.36, -13.78), Info String: Dim Text 121
Element Type: DimText 122, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 122 Bounding Box: [(-75.91, -13.78, 0.00), (-75.41, -13.28, 0.00)], Text: 30, Position: (-75.91, -13.78), Info String: Dim Text 122
Element Type: DimText 123, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 123 Bounding Box: [(-74.46, -13.78, 0.00), (-73.96, -13.28, 0.00)], Text: 270, Position: (-74.46, -13.78), Info String: Dim Text 123
Element Type: DimText 124, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 124 Bounding Box: [(-72.91, -13.78, 0.00), (-72.41, -13.28, 0.00)], Text: 30, Position: (-72.91, -13.78), Info String: Dim Text 124
Element Type: DimText 125, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 125 Bounding Box: [(-72.30, -13.78, 0.00), (-71.80, -13.28, 0.00)], Text: 100, Position: (-72.30, -13.78), Info String: Dim Text 125
Element Type: DimText 126, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 126 Bounding Box: [(-71.69, -13.57, 0.00), (-71.19, -13.07, 0.00)], Text: 10, Position: (-71.69, -13.57), Info String: Dim Text 126
Element Type: DimText 127, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 127 Bounding Box: [(-71.36, -13.78, 0.00), (-70.86, -13.28, 0.00)], Text: 60, Position: (-71.36, -13.78), Info String: Dim Text 127
Element Type: DimText 128, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 128 Bounding Box: [(-70.22, -13.78, 0.00), (-69.72, -13.28, 0.00)], Text: 175, Position: (-70.22, -13.78), Info String: Dim Text 128
Element Type: DimText 129, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 129 Bounding Box: [(-69.42, -13.78, 0.00), (-68.92, -13.28, 0.00)], Text: 10, Position: (-69.42, -13.78), Info String: Dim Text 129
Element Type: DimText 130, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 130 Bounding Box: [(-66.31, -13.78, 0.00), (-65.81, -13.28, 0.00)], Text: 590, Position: (-66.31, -13.78), Info String: Dim Text 130
Element Type: DimText 131, GUID: 157299FD-0686-433F-A89A-6879C2B2068B, DimText 131 Bounding Box: [(-63.45, -13.78, 0.00), (-62.95, -13.28, 0.00)], Text: 20, Position: (-63.45, -13.78), Info String: Dim Text 131
Element Type: DimText 132, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 132 Bounding Box: [(-78.55, -16.73, 0.00), (-78.05, -16.23, 0.00)], Text: 0, Position: (-78.55, -16.73), Info String: Dim Text 132
Element Type: DimText 133, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 133 Bounding Box: [(-78.72, -16.73, 0.00), (-78.22, -16.23, 0.00)], Text: 10, Position: (-78.72, -16.73), Info String: Dim Text 133
Element Type: DimText 134, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 134 Bounding Box: [(-77.67, -16.73, 0.00), (-77.17, -16.23, 0.00)], Text: 175, Position: (-77.67, -16.73), Info String: Dim Text 134
Element Type: DimText 135, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 135 Bounding Box: [(-76.87, -16.73, 0.00), (-76.37, -16.23, 0.00)], Text: 10, Position: (-76.87, -16.73), Info String: Dim Text 135
Element Type: DimText 136, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 136 Bounding Box: [(-76.13, -16.73, 0.00), (-75.63, -16.23, 0.00)], Text: 110, Position: (-76.13, -16.73), Info String: Dim Text 136
Element Type: DimText 137, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 137 Bounding Box: [(-73.81, -16.73, 0.00), (-73.31, -16.23, 0.00)], Text: 360, Position: (-73.81, -16.73), Info String: Dim Text 137
Element Type: DimText 138, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 138 Bounding Box: [(-71.81, -16.73, 0.00), (-71.31, -16.23, 0.00)], Text: 30, Position: (-71.81, -16.73), Info String: Dim Text 138
Element Type: DimText 139, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 139 Bounding Box: [(-70.54, -16.73, 0.00), (-70.04, -16.23, 0.00)], Text: 235, Position: (-70.54, -16.73), Info String: Dim Text 139
Element Type: DimText 140, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 140 Bounding Box: [(-69.42, -16.73, 0.00), (-68.92, -16.23, 0.00)], Text: 10, Position: (-69.42, -16.73), Info String: Dim Text 140
Element Type: DimText 141, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 141 Bounding Box: [(-69.01, -16.73, 0.00), (-68.51, -16.23, 0.00)], Text: 5, Position: (-69.01, -16.73), Info String: Dim Text 141
Element Type: DimText 142, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 142 Bounding Box: [(-68.70, -16.73, 0.00), (-68.20, -16.23, 0.00)], Text: 100, Position: (-68.70, -16.73), Info String: Dim Text 142
Element Type: DimText 143, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 143 Bounding Box: [(-67.91, -16.73, 0.00), (-67.41, -16.23, 0.00)], Text: 50, Position: (-67.91, -16.73), Info String: Dim Text 143
Element Type: DimText 144, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 144 Bounding Box: [(-67.57, -16.52, 0.00), (-67.07, -16.02, 0.00)], Text: 15, Position: (-67.57, -16.52), Info String: Dim Text 144
Element Type: DimText 145, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 145 Bounding Box: [(-67.18, -16.73, 0.00), (-66.68, -16.23, 0.00)], Text: 65, Position: (-67.18, -16.73), Info String: Dim Text 145
Element Type: DimText 146, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 146 Bounding Box: [(-66.41, -16.73, 0.00), (-65.91, -16.23, 0.00)], Text: 90, Position: (-66.41, -16.73), Info String: Dim Text 146
Element Type: DimText 147, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 147 Bounding Box: [(-64.69, -16.73, 0.00), (-64.19, -16.23, 0.00)], Text: 265, Position: (-64.69, -16.73), Info String: Dim Text 147
Element Type: DimText 148, GUID: B15979C0-B31C-4B7A-A344-3CC544555117, DimText 148 Bounding Box: [(-63.45, -16.73, 0.00), (-62.95, -16.23, 0.00)], Text: 20, Position: (-63.45, -16.73), Info String: Dim Text 148
Element Type: DimText 149, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 149 Bounding Box: [(-88.65, -18.01, 0.00), (-88.15, -17.51, 0.00)], Text: 0, Position: (-88.65, -18.01), Info String: Dim Text 149
Element Type: DimText 150, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 150 Bounding Box: [(-85.57, -18.01, 0.00), (-85.07, -17.51, 0.00)], Text: 640, Position: (-85.57, -18.01), Info String: Dim Text 150
Element Type: DimText 151, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 151 Bounding Box: [(-82.45, -18.01, 0.00), (-81.95, -17.51, 0.00)], Text: 20, Position: (-82.45, -18.01), Info String: Dim Text 151
Element Type: DimText 152, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 152 Bounding Box: [(-78.91, -18.01, 0.00), (-78.41, -17.51, 0.00)], Text: 650, Position: (-78.91, -18.01), Info String: Dim Text 152
Element Type: DimText 153, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 153 Bounding Box: [(-75.15, -18.01, 0.00), (-74.65, -17.51, 0.00)], Text: 100, Position: (-75.15, -18.01), Info String: Dim Text 153
Element Type: DimText 154, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 154 Bounding Box: [(-71.97, -18.01, 0.00), (-71.47, -17.51, 0.00)], Text: 540, Position: (-71.97, -18.01), Info String: Dim Text 154
Element Type: DimText 155, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 155 Bounding Box: [(-68.75, -18.01, 0.00), (-68.25, -17.51, 0.00)], Text: 100, Position: (-68.75, -18.01), Info String: Dim Text 155
Element Type: DimText 156, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 156 Bounding Box: [(-67.96, -18.01, 0.00), (-67.46, -17.51, 0.00)], Text: 50, Position: (-67.96, -18.01), Info String: Dim Text 156
Element Type: DimText 157, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 157 Bounding Box: [(-67.36, -18.01, 0.00), (-66.86, -17.51, 0.00)], Text: 20, Position: (-67.36, -18.01), Info String: Dim Text 157
Element Type: DimText 158, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 158 Bounding Box: [(-65.47, -18.01, 0.00), (-64.97, -17.51, 0.00)], Text: 420, Position: (-65.47, -18.01), Info String: Dim Text 158
Element Type: DimText 159, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 159 Bounding Box: [(-63.45, -18.01, 0.00), (-62.95, -17.51, 0.00)], Text: 20, Position: (-63.45, -18.01), Info String: Dim Text 159
Element Type: DimText 160, GUID: 6D3F547C-FF29-478B-B47D-0F2ACBC9AA1F, DimText 160 Bounding Box: [(-62.55, -18.01, 0.00), (-62.05, -17.51, 0.00)], Text: 120, Position: (-62.55, -18.01), Info String: Dim Text 160
Element Type: DimText 161, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 161 Bounding Box: [(-88.65, -19.85, 0.00), (-88.15, -19.35, 0.00)], Text: 0, Position: (-88.65, -19.85), Info String: Dim Text 161
Element Type: DimText 162, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 162 Bounding Box: [(-88.85, -19.85, 0.00), (-88.35, -19.35, 0.00)], Text: 20, Position: (-88.85, -19.85), Info String: Dim Text 162
Element Type: DimText 163, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 163 Bounding Box: [(-86.91, -19.85, 0.00), (-86.41, -19.35, 0.00)], Text: 330, Position: (-86.91, -19.85), Info String: Dim Text 163
Element Type: DimText 164, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 164 Bounding Box: [(-85.32, -19.85, 0.00), (-84.82, -19.35, 0.00)], Text: 15, Position: (-85.32, -19.85), Info String: Dim Text 164
Element Type: DimText 165, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 165 Bounding Box: [(-84.76, -19.85, 0.00), (-84.26, -19.35, 0.00)], Text: 60, Position: (-84.76, -19.85), Info String: Dim Text 165
Element Type: DimText 166, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 166 Bounding Box: [(-83.77, -19.85, 0.00), (-83.27, -19.35, 0.00)], Text: 145, Position: (-83.77, -19.85), Info String: Dim Text 166
Element Type: DimText 167, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 167 Bounding Box: [(-83.12, -19.85, 0.00), (-82.62, -19.35, 0.00)], Text: 10, Position: (-83.12, -19.85), Info String: Dim Text 167
Element Type: DimText 168, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 168 Bounding Box: [(-82.43, -19.85, 0.00), (-81.93, -19.35, 0.00)], Text: 95, Position: (-82.43, -19.85), Info String: Dim Text 168
Element Type: DimText 169, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 169 Bounding Box: [(-81.56, -19.85, 0.00), (-81.06, -19.35, 0.00)], Text: 80, Position: (-81.56, -19.85), Info String: Dim Text 169
Element Type: DimText 170, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 170 Bounding Box: [(-80.86, -19.85, 0.00), (-80.36, -19.35, 0.00)], Text: 60, Position: (-80.86, -19.85), Info String: Dim Text 170
Element Type: DimText 171, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 171 Bounding Box: [(-80.31, -19.85, 0.00), (-79.81, -19.35, 0.00)], Text: 10, Position: (-80.31, -19.85), Info String: Dim Text 171
Element Type: DimText 172, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 172 Bounding Box: [(-79.70, -19.85, 0.00), (-79.20, -19.35, 0.00)], Text: 160, Position: (-79.70, -19.85), Info String: Dim Text 172
Element Type: DimText 173, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 173 Bounding Box: [(-79.00, -19.85, 0.00), (-78.50, -19.35, 0.00)], Text: 20, Position: (-79.00, -19.85), Info String: Dim Text 173
Element Type: DimText 174, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 174 Bounding Box: [(-77.62, -19.85, 0.00), (-77.12, -19.35, 0.00)], Text: 215, Position: (-77.62, -19.85), Info String: Dim Text 174
Element Type: DimText 175, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 175 Bounding Box: [(-76.62, -19.85, 0.00), (-76.12, -19.35, 0.00)], Text: 15, Position: (-76.62, -19.85), Info String: Dim Text 175
Element Type: DimText 176, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 176 Bounding Box: [(-75.47, -19.85, 0.00), (-74.97, -19.35, 0.00)], Text: 185, Position: (-75.47, -19.85), Info String: Dim Text 176
Element Type: DimText 177, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 177 Bounding Box: [(-74.62, -19.85, 0.00), (-74.12, -19.35, 0.00)], Text: 10, Position: (-74.62, -19.85), Info String: Dim Text 177
Element Type: DimText 178, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 178 Bounding Box: [(-73.62, -19.85, 0.00), (-73.12, -19.35, 0.00)], Text: 165, Position: (-73.62, -19.85), Info String: Dim Text 178
Element Type: DimText 179, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 179 Bounding Box: [(-72.90, -19.85, 0.00), (-72.40, -19.35, 0.00)], Text: 20, Position: (-72.90, -19.85), Info String: Dim Text 179
Element Type: DimText 180, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 180 Bounding Box: [(-71.87, -19.85, 0.00), (-71.37, -19.35, 0.00)], Text: 145, Position: (-71.87, -19.85), Info String: Dim Text 180
Element Type: DimText 181, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 181 Bounding Box: [(-71.22, -19.85, 0.00), (-70.72, -19.35, 0.00)], Text: 15, Position: (-71.22, -19.85), Info String: Dim Text 181
Element Type: DimText 182, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 182 Bounding Box: [(-70.22, -19.85, 0.00), (-69.72, -19.35, 0.00)], Text: 155, Position: (-70.22, -19.85), Info String: Dim Text 182
Element Type: DimText 183, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 183 Bounding Box: [(-69.52, -19.85, 0.00), (-69.02, -19.35, 0.00)], Text: 10, Position: (-69.52, -19.85), Info String: Dim Text 183
Element Type: DimText 184, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 184 Bounding Box: [(-68.55, -19.85, 0.00), (-68.05, -19.35, 0.00)], Text: 160, Position: (-68.55, -19.85), Info String: Dim Text 184
Element Type: DimText 185, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 185 Bounding Box: [(-67.82, -19.85, 0.00), (-67.32, -19.35, 0.00)], Text: 15, Position: (-67.82, -19.85), Info String: Dim Text 185
Element Type: DimText 186, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 186 Bounding Box: [(-67.13, -19.85, 0.00), (-66.63, -19.35, 0.00)], Text: 85, Position: (-67.13, -19.85), Info String: Dim Text 186
Element Type: DimText 187, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 187 Bounding Box: [(-66.46, -19.85, 0.00), (-65.96, -19.35, 0.00)], Text: 10, Position: (-66.46, -19.85), Info String: Dim Text 187
Element Type: DimText 188, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 188 Bounding Box: [(-65.01, -19.85, 0.00), (-64.51, -19.35, 0.00)], Text: 330, Position: (-65.01, -19.85), Info String: Dim Text 188
Element Type: DimText 189, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 189 Bounding Box: [(-63.45, -19.85, 0.00), (-62.95, -19.35, 0.00)], Text: 20, Position: (-63.45, -19.85), Info String: Dim Text 189
Element Type: DimText 190, GUID: 4B80F9D0-A37F-4BEE-B442-32BE155E87DB, DimText 190 Bounding Box: [(-62.55, -19.85, 0.00), (-62.05, -19.35, 0.00)], Text: 120, Position: (-62.55, -19.85), Info String: Dim Text 190
Element Type: DimText 191, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 191 Bounding Box: [(-88.65, -21.73, 0.00), (-88.15, -21.23, 0.00)], Text: 0, Position: (-88.65, -21.73), Info String: Dim Text 191
Element Type: DimText 192, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 192 Bounding Box: [(-86.81, -21.73, 0.00), (-86.31, -21.23, 0.00)], Text: 390, Position: (-86.81, -21.73), Info String: Dim Text 192
Element Type: DimText 193, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 193 Bounding Box: [(-84.06, -21.73, 0.00), (-83.56, -21.23, 0.00)], Text: 158, Position: (-84.06, -21.73), Info String: Dim Text 193
Element Type: DimText 194, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 194 Bounding Box: [(-82.78, -21.73, 0.00), (-82.28, -21.23, 0.00)], Text: 90, Position: (-82.78, -21.73), Info String: Dim Text 194
Element Type: DimText 195, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 195 Bounding Box: [(-81.94, -21.73, 0.00), (-81.44, -21.23, 0.00)], Text: 77, Position: (-81.94, -21.73), Info String: Dim Text 195
Element Type: DimText 196, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 196 Bounding Box: [(-81.11, -21.73, 0.00), (-80.61, -21.23, 0.00)], Text: 90, Position: (-81.11, -21.73), Info String: Dim Text 196
Element Type: DimText 197, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 197 Bounding Box: [(-80.59, -21.52, 0.00), (-80.09, -21.02, 0.00)], Text: 10, Position: (-80.59, -21.52), Info String: Dim Text 197
Element Type: DimText 198, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 198 Bounding Box: [(-80.49, -21.31, 0.00), (-79.99, -20.81, 0.00)], Text: 10, Position: (-80.49, -21.31), Info String: Dim Text 198
Element Type: DimText 199, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 199 Bounding Box: [(-80.39, -21.10, 0.00), (-79.89, -20.60, 0.00)], Text: 10, Position: (-80.39, -21.10), Info String: Dim Text 199
Element Type: DimText 200, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 200 Bounding Box: [(-79.96, -21.73, 0.00), (-79.46, -21.23, 0.00)], Text: 80, Position: (-79.96, -21.73), Info String: Dim Text 200
Element Type: DimText 201, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 201 Bounding Box: [(-79.21, -21.73, 0.00), (-78.71, -21.23, 0.00)], Text: 70, Position: (-79.21, -21.73), Info String: Dim Text 201
Element Type: DimText 202, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 202 Bounding Box: [(-78.51, -21.73, 0.00), (-78.01, -21.23, 0.00)], Text: 20, Position: (-78.51, -21.73), Info String: Dim Text 202
Element Type: DimText 203, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 203 Bounding Box: [(-77.44, -21.73, 0.00), (-76.94, -21.23, 0.00)], Text: 255, Position: (-77.44, -21.73), Info String: Dim Text 203
Element Type: DimText 204, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 204 Bounding Box: [(-76.22, -21.73, 0.00), (-75.72, -21.23, 0.00)], Text: 10, Position: (-76.22, -21.73), Info String: Dim Text 204
Element Type: DimText 205, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 205 Bounding Box: [(-75.30, -21.73, 0.00), (-74.80, -21.23, 0.00)], Text: 150, Position: (-75.30, -21.73), Info String: Dim Text 205
Element Type: DimText 206, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 206 Bounding Box: [(-73.67, -21.73, 0.00), (-73.17, -21.23, 0.00)], Text: 175, Position: (-73.67, -21.73), Info String: Dim Text 206
Element Type: DimText 207, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 207 Bounding Box: [(-72.90, -21.73, 0.00), (-72.40, -21.23, 0.00)], Text: 20, Position: (-72.90, -21.73), Info String: Dim Text 207
Element Type: DimText 208, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 208 Bounding Box: [(-72.28, -21.73, 0.00), (-71.78, -21.23, 0.00)], Text: 55, Position: (-72.28, -21.73), Info String: Dim Text 208
Element Type: DimText 209, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 209 Bounding Box: [(-71.61, -21.73, 0.00), (-71.11, -21.23, 0.00)], Text: 80, Position: (-71.61, -21.73), Info String: Dim Text 209
Element Type: DimText 210, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 210 Bounding Box: [(-70.35, -21.73, 0.00), (-69.85, -21.23, 0.00)], Text: 180, Position: (-70.35, -21.73), Info String: Dim Text 210
Element Type: DimText 211, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 211 Bounding Box: [(-69.52, -21.73, 0.00), (-69.02, -21.23, 0.00)], Text: 10, Position: (-69.52, -21.73), Info String: Dim Text 211
Element Type: DimText 212, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 212 Bounding Box: [(-68.06, -21.73, 0.00), (-67.56, -21.23, 0.00)], Text: 260, Position: (-68.06, -21.73), Info String: Dim Text 212
Element Type: DimText 213, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 213 Bounding Box: [(-64.85, -21.73, 0.00), (-64.35, -21.23, 0.00)], Text: 383, Position: (-64.85, -21.73), Info String: Dim Text 213
Element Type: DimText 214, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 214 Bounding Box: [(-62.48, -21.73, 0.00), (-61.98, -21.23, 0.00)], Text: 80, Position: (-62.48, -21.73), Info String: Dim Text 214
Element Type: DimText 215, GUID: 0B795615-82C3-47CF-9C07-A95784E7B591, DimText 215 Bounding Box: [(-61.76, -21.73, 0.00), (-61.26, -21.23, 0.00)], Text: 17, Position: (-61.76, -21.73), Info String: Dim Text 215
Element Type: DimText 216, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 216 Bounding Box: [(-84.75, -24.01, 0.00), (-84.25, -23.51, 0.00)], Text: 0, Position: (-84.75, -24.01), Info String: Dim Text 216
Element Type: DimText 217, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 217 Bounding Box: [(-84.92, -24.01, 0.00), (-84.42, -23.51, 0.00)], Text: 10, Position: (-84.92, -24.01), Info String: Dim Text 217
