Element Type: DimNode 0, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: C252BF2B-895B-4342-8477-A5B00C1D61E7, Text: 0.000, Length: 0.00, DimNode 0 Bounding Box: [(44.16, -0.16, 0.00), (44.17, -0.14, 0.00)], Position: (44.17, -0.15), Info String: Dim Node 0
Element Type: DimNode 1, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 62FBFE50-0C59-E441-9070-82ED4333C30F, Text: 4.225, Length: 4.23, DimNode 1 Bounding Box: [(44.16, -4.38, 0.00), (44.17, -4.37, 0.00)], Position: (44.17, -4.38), Info String: Dim Node 1
Element Type: DimNode 2, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 427A07B4-534D-C147-9633-A718D8878009, Text: 4.775, Length: 4.77, DimNode 2 Bounding Box: [(44.16, -9.15, 0.00), (44.17, -9.15, 0.00)], Position: (44.17, -9.15), Info String: Dim Node 2
Element Type: DimNode 3, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: E7331A34-B3E4-7946-B0A5-93950F4FE10B, Text: 6.700, Length: 6.70, DimNode 3 Bounding Box: [(44.16, -15.85, 0.00), (44.17, -15.85, 0.00)], Position: (44.17, -15.85), Info String: Dim Node 3
Element Type: DimNode 4, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: B0FE5AF8-40AD-BA41-8C87-C4763841FF52, Text: 3.575, Length: 3.58, DimNode 4 Bounding Box: [(44.16, -19.43, 0.00), (44.17, -19.42, 0.00)], Position: (44.17, -19.43), Info String: Dim Node 4
Element Type: DimNode 5, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Associated Element GUID: 218CD0E5-8E23-FC4F-B313-8233AA8F7704, Text: 4.425, Length: 4.43, DimNode 5 Bounding Box: [(44.16, -23.85, 0.00), (44.17, -23.84, 0.00)], Position: (44.17, -23.85), Info String: Dim Node 5
Element Type: Dimension, GUID: C25B55C2-EA46-134A-A406-59A30FC7DEC0, Dimension Bounding Box: [(44.07, -23.91, 0.00), (44.26, -0.09, 0.00)], Length: 23.70, Info String: Dim 1
Element Type: DimNode 6, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Associated Element GUID: F8BECCF9-69AE-9F46-8506-83CA71803790, Text: 0.000, Length: 0.00, DimNode 6 Bounding Box: [(46.19, -26.88, 0.00), (46.20, -26.87, 0.00)], Position: (46.19, -26.88), Info String: Dim Node 6
Element Type: DimNode 7, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Associated Element GUID: 07DF54FB-DECF-F044-8D7C-61A30C3E8E6A, Text: 12.200, Length: 12.20, DimNode 7 Bounding Box: [(58.39, -26.88, 0.00), (58.40, -26.87, 0.00)], Position: (58.39, -26.88), Info String: Dim Node 7
Element Type: Dimension, GUID: F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4, Dimension Bounding Box: [(46.13, -26.97, 0.00), (58.45, -26.78, 0.00)], Length: 12.20, Info String: Dim 2
Element Type: DimNode 8, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Associated Element GUID: C252BF2B-895B-4342-8477-A5B00C1D61E7, Text: 0.000, Length: 0.00, DimNode 8 Bounding Box: [(43.52, -0.16, 0.00), (43.53, -0.14, 0.00)], Position: (43.52, -0.15), Info String: Dim Node 8
Element Type: DimNode 9, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Associated Element GUID: 218CD0E5-8E23-FC4F-B313-8233AA8F7704, Text: 23.700, Length: 23.70, DimNode 9 Bounding Box: [(43.52, -23.85, 0.00), (43.53, -23.84, 0.00)], Position: (43.52, -23.85), Info String: Dim Node 9
Element Type: Dimension, GUID: 27899382-13CF-A148-BBA3-BA1C00F1859B, Dimension Bounding Box: [(43.43, -23.91, 0.00), (43.61, -0.09, 0.00)], Length: 23.70, Info String: Dim 3
Element Type: DimNode 10, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: F8BECCF9-69AE-9F46-8506-83CA71803790, Text: 0.000, Length: 0.00, DimNode 10 Bounding Box: [(46.19, -25.88, 0.00), (46.20, -25.87, 0.00)], Position: (46.19, -25.88), Info String: Dim Node 10
Element Type: DimNode 11, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: E367656E-83C9-6345-BDDE-DCA5F3F0E77B, Text: 4.975, Length: 4.98, DimNode 11 Bounding Box: [(51.16, -25.88, 0.00), (51.17, -25.87, 0.00)], Position: (51.17, -25.88), Info String: Dim Node 11
Element Type: DimNode 12, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: 74EAD3FB-A062-8C40-92C8-56C8397B4EBC, Text: 2.250, Length: 2.25, DimNode 12 Bounding Box: [(53.41, -25.88, 0.00), (53.42, -25.87, 0.00)], Position: (53.42, -25.88), Info String: Dim Node 12
Element Type: DimNode 13, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Associated Element GUID: 07DF54FB-DECF-F044-8D7C-61A30C3E8E6A, Text: 4.975, Length: 4.97, DimNode 13 Bounding Box: [(58.39, -25.88, 0.00), (58.40, -25.87, 0.00)], Position: (58.39, -25.88), Info String: Dim Node 13
Element Type: Dimension, GUID: 36E5CCEA-F607-6442-B9B7-754E7E818F98, Dimension Bounding Box: [(46.13, -25.97, 0.00), (58.45, -25.78, 0.00)], Length: 12.20, Info String: Dim 4
Element Type: Wall, GUID: 619B3302-1090-C043-AD9E-A8629EA12E84, Length: 0.10, Width: 0.05, Height: 4.55, Info String: SW - 010, Wall Bounding Box: [(50.02, -24.70, 3.05), (50.07, -24.60, 7.60)], Label Type: 0
Element Type: Wall, GUID: AAA90B25-1A1D-8541-9CA4-5070FE73FA4A, Length: 2.40, Width: 0.30, Height: 3.82, Info String: SW - 016, Wall Bounding Box: [(-3.43, -21.44, 2.75), (-1.04, -21.14, 6.57)], Label Type: 0
Element Type: Wall, GUID: D8866E5E-0A37-0241-8A64-7AE8134CFD34, Length: 1.20, Width: 0.30, Height: 3.82, Info String: SW - 017, Wall Bounding Box: [(-3.73, -22.64, 2.75), (-3.43, -21.44, 6.57)], Label Type: 0
Element Type: Wall, GUID: 43FAF6FE-0313-244C-B83C-569062622A2E, Length: 4.00, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(24.69, -20.20, -0.20), (28.69, -19.90, 3.50)], Label Type: 0
Element Type: Wall, GUID: BF6EFF71-C008-A04C-82B0-9BC5A27F101E, Length: 19.00, Width: 0.30, Height: 3.70, Info String: SW - 016, Wall Bounding Box: [(35.66, -19.00, -0.20), (35.96, 0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: 95FC86A7-D5E1-F54B-8E3A-2CEDA04F5B3A, Length: 11.27, Width: 0.30, Height: 3.70, Info String: SW - 017, Wall Bounding Box: [(24.69, -0.30, -0.20), (35.96, 0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: CBE79EC4-51C7-8445-BABA-A02405F56B74, Length: 20.20, Width: 0.30, Height: 3.70, Info String: SW - 018, Wall Bounding Box: [(24.69, -20.20, -0.20), (24.99, 0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: 566239C0-5CC5-954D-B887-825514ABEFAB, Length: 7.27, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(28.69, -19.00, -0.20), (35.96, -18.70, 3.50)], Label Type: 0
Element Type: Wall, GUID: E7EE47C0-38BE-6B4D-82C7-149FB761A2D3, Length: 1.20, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(28.39, -20.20, -0.20), (28.69, -19.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: 8023CA95-A945-DE4D-824D-0F390B758F75, Length: 14.10, Width: 0.30, Height: 3.40, Info String: SW - 011, Wall Bounding Box: [(115.02, 0.25, 0.00), (129.12, 0.55, 3.40)], Label Type: 0
Element Type: Wall, GUID: F69FE084-C85C-1145-A58C-325772BEAF32, Length: 9.90, Width: 0.30, Height: 4.40, Info String: SW - 011, Wall Bounding Box: [(105.12, 0.25, -1.00), (115.02, 0.55, 3.40)], Label Type: 0
Element Type: Wall, GUID: B6280CAB-B5DE-0841-B238-10B91E25FA78, Length: 22.58, Width: 0.30, Height: 4.40, Info String: SW - 011, Wall Bounding Box: [(82.54, 0.25, -1.00), (105.12, 0.55, 3.40)], Label Type: 0
Element Type: Wall, GUID: 28E1A8BD-B874-4445-811E-9B53E25EC2FC, Length: 21.44, Width: 0.30, Height: 3.05, Info String: SW - 015, Wall Bounding Box: [(82.54, -21.44, -0.30), (82.84, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: 416528EF-F2E6-2E4D-8E13-4FC4AE8AC464, Length: 9.88, Width: 0.30, Height: 3.05, Info String: SW - 016, Wall Bounding Box: [(82.54, -21.44, -0.30), (92.42, -21.14, 2.75)], Label Type: 0
Element Type: Wall, GUID: 100A33EB-F18C-5347-AA18-1E7CEF869A31, Length: 21.44, Width: 0.30, Height: 3.05, Info String: SW - 017, Wall Bounding Box: [(92.12, -21.44, -0.30), (92.42, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: 158F860D-6CD6-5448-8A44-B8DE0D2CFD2A, Length: 9.88, Width: 0.30, Height: 3.05, Info String: SW - 018, Wall Bounding Box: [(82.54, -0.30, -0.30), (92.42, 0.00, 2.75)], Label Type: 0
Element Type: Wall, GUID: 55CBF1A9-A288-9B47-A2C4-247E854A1828, Length: 21.44, Width: 0.30, Height: 6.14, Info String: SW - 015, Wall Bounding Box: [(82.54, -21.44, 2.45), (82.84, 0.00, 8.59)], Label Type: 0
Element Type: Wall, GUID: C1019994-E76B-334E-A939-D326CC74E3FA, Length: 2.25, Width: 0.30, Height: 4.12, Info String: SW - 016, Wall Bounding Box: [(82.54, -21.44, 2.45), (84.79, -21.14, 6.57)], Label Type: 0
Element Type: Wall, GUID: 14C67374-3158-2448-9CBD-3CD11CBECE86, Length: 21.44, Width: 0.30, Height: 6.14, Info String: SW - 017, Wall Bounding Box: [(92.12, -21.44, 2.45), (92.42, 0.00, 8.59)], Label Type: 0
Element Type: Wall, GUID: AA5753EB-A8FD-324E-9F46-8B40D7876FA3, Length: 9.88, Width: 0.30, Height: 4.10, Info String: SW - 018, Wall Bounding Box: [(82.54, -0.30, 2.45), (92.42, 0.00, 6.55)], Label Type: 0
Element Type: Wall, GUID: 428AEB64-4132-CF44-9A08-AEBD04F618CB, Length: 4.94, Width: 0.30, Height: 3.82, Info String: SW - 016, Wall Bounding Box: [(84.79, -22.64, 2.45), (89.73, -22.34, 6.27)], Label Type: 0
Element Type: Wall, GUID: 42FB94E0-32C0-334A-B560-AC0EF3DFAB83, Length: 1.20, Width: 0.30, Height: 4.04, Info String: SW - 016, Wall Bounding Box: [(84.79, -22.64, 2.45), (85.09, -21.44, 6.49)], Label Type: 0
Element Type: Wall, GUID: D2A55DFE-B3CF-D44D-9BF6-8E4E5B15C807, Length: 2.40, Width: 0.30, Height: 3.82, Info String: SW - 016, Wall Bounding Box: [(89.73, -21.44, 2.75), (92.12, -21.14, 6.57)], Label Type: 0
Element Type: Wall, GUID: B5E787E3-77F7-1A43-97A9-BD54E0464BFB, Length: 1.20, Width: 0.30, Height: 3.82, Info String: SW - 017, Wall Bounding Box: [(89.43, -22.64, 2.75), (89.73, -21.44, 6.57)], Label Type: 0
Element Type: Wall, GUID: 9F939A51-DFFF-1649-9245-4E38642865F2, Length: 4.00, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(117.85, -20.20, -0.20), (121.85, -19.90, 3.50)], Label Type: 0
Element Type: Wall, GUID: BC3954DA-872E-4B44-B344-86D40C819E64, Length: 19.00, Width: 0.30, Height: 3.70, Info String: SW - 016, Wall Bounding Box: [(128.82, -19.00, -0.20), (129.12, -0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: A657E46A-3B7E-4343-8D2E-49962E1CA41D, Length: 11.27, Width: 0.30, Height: 3.70, Info String: SW - 017, Wall Bounding Box: [(117.85, -0.30, -0.20), (129.12, -0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: E526F7A7-14BE-B04B-8FD5-83B332DB8137, Length: 20.20, Width: 0.30, Height: 3.70, Info String: SW - 018, Wall Bounding Box: [(117.85, -20.20, -0.20), (118.15, -0.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: F4CFF33B-457F-6C4D-A888-F8D68023E515, Length: 7.27, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(121.85, -19.00, -0.20), (129.12, -18.70, 3.50)], Label Type: 0
Element Type: Wall, GUID: 2766B4C4-9DFC-4547-AD4B-1575CDA087D7, Length: 1.20, Width: 0.30, Height: 3.70, Info String: SW - 015, Wall Bounding Box: [(121.55, -20.20, -0.20), (121.85, -19.00, 3.50)], Label Type: 0
Element Type: Wall, GUID: C201D7EC-01BA-F74B-82C1-8B6C6EB62438, Length: 8.05, Width: 0.30, Height: 3.90, Info String: SW - 010, Wall Bounding Box: [(58.24, -9.30, -0.50), (58.54, -1.25, 3.40)], Label Type: 0
Element Type: Wall, GUID: 7EDCD961-EA8F-BA48-B4D2-025973644CCF, Length: 1.95, Width: 0.19, Height: 3.40, Embedded Door GUID: 8B85CF7D-05C4-D048-A599-D4A0D1D81F0C, Info String: W-14, Wall Bounding Box: [(51.32, -22.60, 0.00), (53.27, -22.41, 3.40)], Label Type: 0
Element Type: Slab, GUID: F846D978-1075-0B4B-9F33-5A72805E8964, Info String: SLA - 024, Slab Bounding Box: [(46.34, -24.40, 2.75), (58.24, -22.60, 2.77)], Label Type: 0
Element Type: Slab, GUID: A836B6EA-F096-9649-BB96-EA68D1884531, Info String: SLA - 029, Slab Bounding Box: [(51.37, -3.05, 2.53), (53.22, -1.60, 2.55)], Label Type: 0
Element Type: Slab, GUID: 56831C06-8186-4D40-AF88-538BF441E4E6, Info String: SLA - 023, Slab Bounding Box: [(51.32, -10.00, -0.10), (53.27, -9.40, -0.05)], Label Type: 0
Element Type: Slab, GUID: 0A7C5794-2914-6148-BD86-1D16D8256042, Info String: SLA - 028, Slab Bounding Box: [(51.32, -23.70, -0.50), (53.27, -22.56, -0.10)], Label Type: 0
Element Type: Slab, GUID: 30AC555C-2454-1746-9A5D-FE4B8B911B72, Info String: SLA - 023, Slab Bounding Box: [(46.04, -4.53, -0.50), (58.54, -1.25, -0.10)], Label Type: 0
Element Type: Slab, GUID: 196B716C-B454-724D-83CB-5BEDFFB876D7, Info String: SLA - 028, Slab Bounding Box: [(51.32, -24.00, -0.60), (53.27, -23.70, -0.20)], Label Type: 0
Element Type: Slab, GUID: 52570ABF-970F-0849-ACAF-08CED43EC3F4, Info String: SLA - 028, Slab Bounding Box: [(46.34, -1.25, -0.50), (58.24, -0.30, 0.10)], Label Type: 0
Element Type: Slab, GUID: 60A3D81B-8A47-4643-8787-F44FA23653B6, Info String: SLA - 023, Slab Bounding Box: [(51.32, -10.70, -0.10), (53.27, -10.10, -0.05)], Label Type: 0
Element Type: Slab, GUID: 67DC7D64-3D2B-0141-A26F-507E5E3F3585, Info String: SLA - 023, Slab Bounding Box: [(51.32, -11.40, -0.10), (53.27, -10.80, -0.05)], Label Type: 0
Element Type: Slab, GUID: 264D7368-830D-7649-B8C9-BABDC9321B4B, Info String: SLA - 028, Slab Bounding Box: [(46.32, -15.70, -0.50), (58.24, -9.30, -0.10)], Label Type: 0
Element Type: Slab, GUID: 0B4B6466-BCEE-FF43-B0E2-88F216C264D7, Info String: SLA - 023, Slab Bounding Box: [(51.32, -12.10, -0.10), (53.27, -11.50, -0.05)], Label Type: 0
Element Type: Slab, GUID: 590730F3-A540-A24E-BEBF-1687C2B43536, Info String: SLA - 023, Slab Bounding Box: [(54.27, -3.55, 1.30), (57.39, -2.40, 1.40)], Label Type: 0
Element Type: Slab, GUID: 52B2DC76-7B49-0244-9A50-88F40759DE03, Info String: SLA - 031, Slab Bounding Box: [(46.04, -26.50, -0.60), (58.54, -24.00, -0.30)], Label Type: 0
Element Type: Slab, GUID: CAD84AEB-4CB3-2840-9D93-B023D48876F6, Info String: SLA - 023, Slab Bounding Box: [(51.32, -14.90, -0.10), (53.27, -14.30, -0.05)], Label Type: 0
Element Type: Slab, GUID: 0A667839-B9E4-E840-A8D3-0EB9FD394A9F, Info String: SLA - 023, Slab Bounding Box: [(51.32, -15.60, -0.10), (53.27, -15.00, -0.05)], Label Type: 0
Element Type: Slab, GUID: BC2CC27C-18E0-474B-9E16-FAA02F9C3D27, Info String: SLA - 028, Slab Bounding Box: [(46.64, -14.90, -0.10), (51.02, -14.30, -0.05)], Label Type: 0
Element Type: Slab, GUID: 8E3C4818-E713-F440-B393-305A719558C3, Info String: SLA - 028, Slab Bounding Box: [(49.59, -20.75, -0.50), (51.17, -19.05, -0.10)], Label Type: 0
Element Type: Slab, GUID: 5CF30CD3-0006-2C4E-908E-2B9992D95A65, Info String: SLA - 028, Slab Bounding Box: [(49.59, -24.00, -0.50), (51.32, -20.75, -0.10)], Label Type: 0
Element Type: Slab, GUID: 1ED57C55-E275-AF4F-ADB1-9847948B073B, Info String: SLA - 023, Slab Bounding Box: [(51.32, -14.20, -0.10), (53.27, -13.60, -0.05)], Label Type: 0
Element Type: Slab, GUID: E3FFA9A9-6F9A-0C49-B859-4F1D461ADECE, Info String: SLA - 023, Slab Bounding Box: [(51.32, -13.50, -0.10), (53.27, -12.90, -0.05)], Label Type: 0
Element Type: Slab, GUID: 6C458357-407A-5842-98B2-41FE8AF82E76, Info String: SLA - 032, Slab Bounding Box: [(58.54, -26.50, -0.60), (129.12, -24.00, -0.30)], Label Type: 0
Element Type: Slab, GUID: 88815C8D-F164-7245-AE37-B61249C59006, Info String: SLA - 031, Slab Bounding Box: [(35.96, -26.50, -0.60), (46.04, 0.00, -0.30)], Label Type: 0
Element Type: Slab, GUID: 450ECD6D-0B3A-8041-9923-A3CB8C909178, Info String: SLA - 023, Slab Bounding Box: [(51.32, -12.80, -0.10), (53.27, -12.20, -0.05)], Label Type: 0
Element Type: Slab, GUID: 68844F62-37FF-E948-8B5D-75DD57E8073E, Info String: SLA - 028, Slab Bounding Box: [(53.54, -3.25, -0.50), (58.54, -1.25, 0.15)], Label Type: 0
Element Type: Slab, GUID: 6330EC58-A8C0-9A48-BED4-70BE80A64737, Info String: SLA - 028, Slab Bounding Box: [(46.04, -9.00, -0.50), (58.24, -4.52, -0.10)], Label Type: 0
Element Type: Slab, GUID: 372FCAA0-DE09-F04A-AC4F-934DB1387E31, Info String: SLA - 028, Slab Bounding Box: [(53.57, -10.80, -0.10), (57.94, -10.70, -0.06)], Label Type: 0
Element Type: Slab, GUID: 9BE68CFD-FF3E-FC44-B3E3-F2C116381E29, Info String: SLA - 028, Slab Bounding Box: [(53.57, -10.10, -0.10), (57.94, -10.00, -0.06)], Label Type: 0
Element Type: Slab, GUID: 51426D74-6A4D-FE42-8860-3B4BE8AF1798, Info String: SLA - 028, Slab Bounding Box: [(53.57, -11.40, -0.10), (57.94, -10.80, -0.05)], Label Type: 0
Element Type: Slab, GUID: F87DF861-5728-2045-B197-F5EDB6B84DB1, Info String: SLA - 028, Slab Bounding Box: [(53.57, -10.70, -0.10), (57.94, -10.10, -0.05)], Label Type: 0
Element Type: Slab, GUID: 90E6E532-6C02-D94A-B77D-F2635FE2C81C, Info String: SLA - 028, Slab Bounding Box: [(53.57, -10.00, -0.10), (57.94, -9.40, -0.05)], Label Type: 0
Element Type: Slab, GUID: 409723E3-DF89-7348-9F3F-7D18EF31CC41, Info String: SLA - 028, Slab Bounding Box: [(51.32, -4.48, 2.50), (53.27, -4.23, 2.55)], Label Type: 0
Element Type: Slab, GUID: C282F7C4-826D-7A47-BF5D-6601C1203681, Info String: SLA - 028, Slab Bounding Box: [(51.32, -4.48, 1.05), (53.27, -4.23, 1.10)], Label Type: 0
Element Type: Slab, GUID: 0F4CA6B8-0FFB-E642-B9EB-0E22AF08CFD5, Info String: SLA - 028, Slab Bounding Box: [(51.29, -3.25, -0.50), (53.27, -1.25, 0.05)], Label Type: 0
Element Type: Slab, GUID: CDD03815-301B-6C48-A89D-40DCBADB6E7A, Info String: SLA - 032, Slab Bounding Box: [(-10.62, -36.00, -0.60), (129.12, -33.50, -0.30)], Label Type: 0
Element Type: Slab, GUID: B09859D4-AF10-3F4A-A9C1-4511E78487AE, Info String: SLA - 028, Slab Bounding Box: [(46.64, -15.60, -0.10), (51.02, -15.00, -0.05)], Label Type: 0
Element Type: Slab, GUID: F800CBBA-9259-F84C-961F-621499CA9EC4, Info String: SLA - 024, Slab Bounding Box: [(46.34, -24.00, 2.75), (58.24, -16.00, 2.77)], Label Type: 0
Element Type: Slab, GUID: C9F903EB-5AED-7542-B73D-554C4FC7C962, Info String: SLA - 031, Slab Bounding Box: [(35.96, -22.64, 2.45), (45.84, 0.00, 2.75)], Label Type: 0
Element Type: Slab, GUID: CBF6AE18-F297-2846-AB7A-807B3D7C4167, Info String: SLA - 031, Slab Bounding Box: [(71.27, -24.00, -0.60), (92.42, -0.00, -0.20)], Label Type: 0
Element Type: Slab, GUID: B688074F-C0BF-D14F-81EF-88EBC49F1C3F, Info String: SLA - 028, Slab Bounding Box: [(53.27, -3.25, -0.50), (53.57, -1.45, -0.10)], Label Type: 0
Element Type: Slab, GUID: EA7C2768-5A4F-9342-88F7-B39A8BD76E22, Info String: SLA - 028, Slab Bounding Box: [(51.02, -3.25, -0.50), (51.32, -1.45, -0.10)], Label Type: 0
Element Type: Slab, GUID: 51BA8058-438C-BB47-9289-6E62B4082E6D, Info String: SLA - 023, Slab Bounding Box: [(54.99, -24.00, -0.50), (58.24, -18.10, -0.25)], Label Type: 0
Element Type: Slab, GUID: EB14A6A7-CEB4-EA44-A2D4-3D7EDD9ED560, Info String: SLA - 023, Slab Bounding Box: [(46.04, -24.00, -0.50), (49.59, -18.10, -0.25)], Label Type: 0
Element Type: Slab, GUID: D0423DBA-B881-5A48-AE8A-B4A73EC4736F, Info String: SLA - 028, Slab Bounding Box: [(53.42, -20.75, -0.50), (54.99, -19.05, -0.10)], Label Type: 0
Element Type: Slab, GUID: F9C5FB71-29A3-6540-824D-B416EF5D740B, Info String: SLA - 028, Slab Bounding Box: [(53.27, -24.00, -0.50), (54.99, -20.75, -0.10)], Label Type: 0
Element Type: Slab, GUID: 43E7193A-157B-FA4D-B1BF-DE12DE232810, Info String: SLA - 028, Slab Bounding Box: [(56.30, -7.96, 0.60), (56.69, -5.56, 0.75)], Label Type: 0
Element Type: Slab, GUID: FE7B0064-3B94-514E-A233-3F4C51FDCC68, Info String: SLA - 028, Slab Bounding Box: [(55.90, -7.96, 0.60), (56.29, -5.56, 0.75)], Label Type: 0
Element Type: Slab, GUID: CF4636DC-968D-AB46-85EE-15A520215FF8, Info String: SLA - 028, Slab Bounding Box: [(55.50, -7.96, 0.60), (55.89, -5.56, 0.75)], Label Type: 0
Element Type: Slab, GUID: 4C2524E0-C62E-EE4F-BF38-7A2808C86C88, Info String: SLA - 028, Slab Bounding Box: [(55.10, -7.96, 0.60), (55.49, -5.56, 0.75)], Label Type: 0
Element Type: Slab, GUID: BE1F9942-7FB7-7F48-9604-46E271241503, Info String: SLA - 028, Slab Bounding Box: [(46.64, -15.00, -0.10), (51.02, -14.90, -0.06)], Label Type: 0
Element Type: Slab, GUID: 4B2FBA6F-A65E-124A-963D-02E8AF7A8B9D, Info String: SLA - 028, Slab Bounding Box: [(47.22, -3.90, 0.75), (48.70, -2.43, 0.90)], Label Type: 0
Element Type: Slab, GUID: B1E152BD-1087-1E46-9870-6C54B404394B, Info String: SLA - 028, Slab Bounding Box: [(46.79, -3.48, 0.75), (48.27, -2.00, 0.90)], Label Type: 0
Element Type: Slab, GUID: C984E9D1-44F2-5A42-95FB-27B63958B0EE, Info String: SLA - 028, Slab Bounding Box: [(47.01, -3.69, 0.75), (48.48, -2.21, 0.90)], Label Type: 0
Element Type: Slab, GUID: B8F4FCBD-EE72-904B-BC3E-5EC9AB7720E2, Info String: SLA - 030, Slab Bounding Box: [(47.93, -7.21, 0.43), (49.43, -6.21, 0.46)], Label Type: 0
Element Type: Slab, GUID: B8DF7425-58D3-B04E-A461-7B2A41A11712, Info String: SLA - 028, Slab Bounding Box: [(58.54, -24.00, -0.50), (71.27, -0.00, -0.10)], Label Type: 0
Element Type: Slab, GUID: F4624DD1-FD8F-6740-9773-20316A28D6AC, Info String: SLA - 028, Slab Bounding Box: [(51.32, -4.48, 1.40), (53.27, -4.23, 1.45)], Label Type: 0
Element Type: Slab, GUID: 4DF90DD1-27EF-AA43-B720-74B53BD5F9C4, Info String: SLA - 028, Slab Bounding Box: [(51.32, -4.48, 1.75), (53.27, -4.23, 1.80)], Label Type: 0
Element Type: Slab, GUID: 9F0564C0-F4C6-8347-8F41-DFEAB8BD41B1, Info String: SLA - 028, Slab Bounding Box: [(51.32, -4.48, 2.10), (53.27, -4.23, 2.15)], Label Type: 0
Element Type: Slab, GUID: 38E8E962-666E-2940-A7C3-586E0B7DC32B, Info String: SLA - 025, Slab Bounding Box: [(46.39, -8.95, 2.75), (58.19, -4.16, 2.77)], Label Type: 0
Element Type: Slab, GUID: 30BCBC4D-AAFD-AF4A-B346-C833F2B75706, Info String: SLA - 025, Slab Bounding Box: [(51.29, -3.10, 2.85), (53.27, -1.55, 2.87)], Label Type: 0
Element Type: Slab, GUID: D2821B3E-0688-0B4B-8B7A-18FE817EC82E, Info String: SLA - 025, Slab Bounding Box: [(46.34, -9.00, 2.85), (58.24, -1.55, 2.87)], Label Type: 0
Element Type: Slab, GUID: E2983D73-357C-6847-85A7-9EAEB135DCA6, Info String: SLA - 031, Slab Bounding Box: [(-10.62, -22.64, 2.45), (-0.74, 0.00, 2.75)], Label Type: 0
Element Type: Slab, GUID: 640CDC8A-DC29-6145-A6B0-F492E7471053, Info String: SLA - 031, Slab Bounding Box: [(82.54, -22.64, 2.45), (92.42, 0.00, 2.75)], Label Type: 0
Element Type: Slab, GUID: 93828376-788F-D846-9C33-939D65296CD0, Info String: SLA - 031, Slab Bounding Box: [(-10.62, -26.50, -0.60), (35.96, -24.00, -0.30)], Label Type: 0
Element Type: Slab, GUID: 86DE596A-7876-EE4A-9B1E-2EB42C2E184D, Info String: SLA - 023, Slab Bounding Box: [(46.04, -22.56, -0.50), (58.54, -16.00, -0.10)], Label Type: 0
Element Type: Slab, GUID: 080D5294-51E2-B445-854F-14CFCF4D2A0A, Info String: SLA - 030, Slab Bounding Box: [(53.57, -23.82, 3.20), (58.24, -22.45, 3.40)], Label Type: 0
Element Type: Slab, GUID: A60872C7-53EB-6743-B18A-7BBD58C2D7D6, Info String: SLA - 031, Slab Bounding Box: [(51.32, -23.70, -0.10), (53.27, -22.56, 0.00)], Label Type: 0
Element Type: Slab, GUID: F864CAAD-FF25-EF45-A49B-11AB287AD1D3, Info String: SLA - 023, Slab Bounding Box: [(46.04, -4.53, -0.10), (58.54, -1.25, 0.15)], Label Type: 0
Element Type: Slab, GUID: 8F023476-C916-8E44-A338-5B4D83D2AAF4, Info String: SLA - 028, Slab Bounding Box: [(49.59, -20.75, -0.10), (51.17, -19.05, 0.00)], Label Type: 0
Element Type: Slab, GUID: 2AC5F876-A270-BC44-9AF4-94BF24B65AD2, Info String: SLA - 028, Slab Bounding Box: [(49.59, -24.00, -0.10), (51.32, -20.75, 0.00)], Label Type: 0
Element Type: Slab, GUID: 9C749102-9827-9A44-A162-165F8D7B3F20, Info String: SLA - 028, Slab Bounding Box: [(53.57, -3.25, 0.15), (58.54, -1.25, 0.30)], Label Type: 0
